state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,
55069,8016,2886,-2182,-25,-237,819,-9179,0,5,-3,0,45962,105,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55063,
55079,8056,2846,-2260,-26,-214,823,-9178,0,-4,3,0,45961,107,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55073,
55089,8072,2822,-2276,-29,-185,807,-9177,0,-4,-5,0,45966,109,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55083,
55099,8032,2874,-2306,-39,-167,798,-9178,0,-5,-5,0,45966,109,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55093,
55109,8072,2918,-2456,-67,-120,766,-9180,0,5,-1,0,45972,97,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55103,
55119,8066,2944,-2494,-73,-86,755,-9178,0,3,2,0,45974,101,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55113,
55129,8074,2946,-2584,-96,-18,743,-9180,0,2,4,0,45975,109,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55123,
55139,8092,2914,-2648,-102,30,747,-9178,0,4,2,0,45968,115,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55133,
55149,8148,2810,-2746,-106,97,754,-9177,0,3,-4,0,45974,106,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55143,
55159,8150,2764,-2770,-107,147,763,-9179,0,-5,3,0,45975,106,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55153,
55169,8072,2624,-2678,-108,181,780,-9178,0,-7,1,0,45977,101,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55163,
55179,8016,2580,-2600,-110,226,786,-9175,1,7,9,0,45973,105,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55173,
55189,7924,2498,-2512,-121,244,786,-9178,0,0,4,0,45971,105,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55183,
55199,7762,2484,-2444,-145,261,771,-9176,0,3,-1,0,45975,93,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55193,
55209,7554,2452,-2286,-163,259,747,-9177,0,6,4,0,45983,90,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55203,
55219,7524,2440,-2214,-169,246,730,-9174,0,8,-5,0,45984,91,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55213,
55229,7308,2358,-2178,-166,217,690,-9179,0,2,6,0,45977,99,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55223,
55239,7260,2280,-2172,-140,176,660,-9179,1,-1,3,0,45972,106,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55233,
55249,7266,2150,-2174,-100,114,601,-9176,0,12,0,0,45974,102,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55243,
55259,7314,2022,-2278,-77,58,552,-9181,0,-8,0,0,45974,104,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55253,
55269,7292,1890,-2278,-60,18,503,-9179,0,4,6,0,45981,99,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55263,
55279,7322,1830,-2330,-55,10,476,-9176,1,6,8,0,45975,107,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6755,0,55273,
55289,7402,1756,-2340,-69,3,437,-9174,0,13,6,0,45977,116,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55283,
55299,7358,1734,-2326,-83,10,408,-9178,0,-4,-3,0,45978,115,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6755,0,55293,
55309,7364,1788,-2258,-115,-16,347,-9181,0,-2,-1,0,45977,107,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55303,
55319,7392,1822,-2180,-135,-24,306,-9179,0,-5,1,0,45981,97,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6755,0,55314,
55329,7446,1732,-2126,-167,-46,251,-9178,0,5,6,0,45980,96,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6755,0,55324,
55339,7438,1716,-2096,-171,-70,215,-9179,0,5,-2,0,45985,108,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6755,0,55334,
55349,7502,1702,-2092,-174,-120,162,-9178,0,0,0,0,45984,112,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55344,
55359,7548,1712,-2158,-160,-152,134,-9178,0,1,1,0,45982,114,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55354,
55369,7562,1754,-2226,-137,-187,83,-9180,0,-4,4,0,45983,102,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55364,
55379,7600,1782,-2236,-124,-195,59,-9180,0,-12,0,0,45990,99,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55374,
55389,7644,1798,-2348,-105,-190,32,-9177,0,1,12,0,45993,102,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55384,
55399,7662,1748,-2382,-88,-174,25,-9178,0,5,1,0,45989,113,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55394,
55409,7736,1714,-2444,-79,-145,10,-9174,1,0,9,0,45989,119,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55404,
55419,7706,1696,-2432,-75,-133,1,-9176,0,8,10,0,45992,113,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55414,
55429,7700,1740,-2400,-74,-114,-10,-9176,0,11,4,0,45994,110,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55424,
55439,7684,1760,-2326,-74,-114,-19,-9179,0,1,0,0,45994,109,23,144,0,0,0,0,0,0,0,0,0,0,0,0,6754,0,55434,
55449,7718,1896,-2296,-100,-111,-41,-9181,-1,-2,5,0,45992,111,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55444,
55459,7768,1912,-2332,-117,-104,-51,-9176,0,0,-4,0,45993,110,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55454,
55469,7796,1940,-2362,-135,-81,-46,-9178,0,7,5,0,45994,113,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55464,
55479,7752,1890,-2374,-146,-70,-28,-9177,1,-3,0,0,45993,113,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55474,
55489,7712,1862,-2370,-137,-49,-5,-9176,0,15,3,0,45991,106,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55484,
55499,7712,1776,-2434,-126,-35,6,-9178,-1,-5,7,0,45986,107,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55494,
55509,7604,1750,-2382,-95,-29,20,-9177,0,-12,3,0,45986,114,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55504,
55519,7554,1748,-2322,-74,-31,27,-9176,0,5,9,0,45990,113,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55514,
55529,7504,1780,-2298,-47,-39,34,-9178,1,-1,7,0,45989,109,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55524,
55539,7494,1796,-2314,-37,-44,24,-9177,0,4,7,0,45986,109,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55534,
55549,7576,1836,-2338,-33,-58,31,-9175,0,0,6,0,45984,106,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55544,
55559,7576,1868,-2350,-22,-56,27,-9180,0,0,2,0,45986,104,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55554,
55569,7652,1932,-2422,-7,-66,45,-9181,0,-3,6,0,45988,107,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55564,
55579,7770,1890,-2480,-8,-60,61,-9178,0,5,2,0,45987,107,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55574,
55589,7772,1918,-2460,-8,-52,74,-9180,0,8,2,0,45987,98,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55584,
55599,7796,1872,-2492,-18,-40,84,-9181,0,6,6,0,45988,104,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55594,
55609,7776,1892,-2462,-32,-22,90,-9178,0,-2,0,0,45989,106,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55604,
55619,7832,1872,-2490,-52,0,95,-9179,0,2,3,0,45988,112,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55614,
55629,7762,1884,-2464,-74,27,82,-9178,0,7,4,0,45986,109,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55624,
55639,7752,1874,-2438,-87,58,81,-9176,0,-10,8,0,45986,105,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55634,
55649,7696,1908,-2404,-93,64,85,-9178,0,-3,2,0,45989,103,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6753,0,55644,
55659,7688,1884,-2380,-83,69,85,-9179,0,4,-4,0,45987,115,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55654,
55669,7688,1870,-2346,-70,74,88,-9179,0,1,9,0,45988,110,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55664,
55679,7668,1850,-2338,-57,66,80,-9180,-1,13,6,0,45983,107,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55674,
55689,7714,1838,-2344,-47,50,75,-9175,0,7,11,0,45980,103,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55684,
55699,7704,1828,-2298,-42,45,79,-9178,0,5,2,0,45979,103,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55694,
55709,7688,1774,-2344,-53,51,69,-9178,0,-8,-8,0,45980,101,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55704,
55719,7670,1786,-2306,-56,53,61,-9178,0,1,3,0,45977,99,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55714,
55729,7672,1782,-2312,-63,42,38,-9177,0,3,9,0,45981,102,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55724,
55739,7690,1750,-2306,-63,32,28,-9176,0,-4,8,0,45975,105,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,55734,
55749,7670,1782,-2278,-66,11,16,-9181,0,0,4,0,45977,113,22,144,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,55744,
