state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,
2023113,324,-8156,-1716,1,34,-44,-36155,0,2,0,0,45654,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023185,
2023114,324,-8156,-1716,1,34,-44,-36155,1,5,4,0,45654,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023187,
2023115,324,-8156,-1716,1,34,-44,-36155,1,2,3,0,45654,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023189,
2023116,282,-8168,-1718,7,32,-45,-36154,1,0,5,0,45654,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023191,
2023117,282,-8168,-1718,7,32,-45,-36156,0,0,8,0,45654,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023193,
2023118,282,-8168,-1718,7,32,-45,-36159,0,-2,10,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023195,
2023119,282,-8168,-1718,7,32,-45,-36155,0,11,8,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023197,
2023120,300,-8154,-1714,1,32,-48,-36156,0,-2,11,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023199,
2023121,300,-8154,-1714,1,32,-48,-36154,0,13,6,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023201,
2023122,300,-8154,-1714,1,32,-48,-36156,0,-1,2,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023203,
2023123,300,-8154,-1714,1,32,-48,-36156,0,6,1,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023205,
2023124,300,-8160,-1730,0,34,-46,-36156,0,5,0,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023207,
2023125,300,-8160,-1730,0,34,-46,-36159,-1,11,-2,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023209,
2023126,300,-8160,-1730,0,34,-46,-36155,0,7,2,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023211,
2023127,300,-8160,-1730,0,34,-46,-36157,0,-1,0,0,45658,132,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023213,
2023128,294,-8150,-1732,3,35,-45,-36156,0,-10,0,0,45660,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023215,
2023129,294,-8150,-1732,3,35,-45,-36155,0,0,1,0,45660,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023217,
2023130,294,-8150,-1732,3,35,-45,-36155,0,0,0,0,45660,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023219,
2023131,294,-8150,-1732,3,35,-45,-36155,0,2,2,0,45660,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023221,
2023132,308,-8144,-1736,2,36,-47,-36157,0,8,2,0,45660,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023228,
2023133,308,-8144,-1736,2,36,-47,-36154,0,0,1,0,45660,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023230,
2023137,304,-8180,-1734,4,39,-47,-36154,0,-3,1,0,45660,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023232,
2023138,304,-8180,-1734,4,39,-47,-36155,0,-3,0,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023233,
2023139,304,-8180,-1734,4,39,-47,-36156,0,4,0,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023235,
2023140,332,-8148,-1720,-1,35,-48,-36157,0,-14,0,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023237,
2023141,332,-8148,-1720,-1,35,-48,-36158,-1,2,2,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023239,
2023142,332,-8148,-1720,-1,35,-48,-36157,0,-3,-2,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023241,
2023143,332,-8148,-1720,-1,35,-48,-36154,0,5,1,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023243,
2023144,362,-8154,-1728,4,37,-44,-36156,0,0,-3,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023245,
2023145,362,-8154,-1728,4,37,-44,-36158,0,-7,-4,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023247,
2023146,362,-8154,-1728,4,37,-44,-36153,0,5,-3,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023249,
2023147,362,-8154,-1728,4,37,-44,-36158,0,-6,-3,0,45660,141,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023251,
2023148,320,-8170,-1710,2,43,-37,-36156,0,7,-7,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023253,
2023149,320,-8170,-1710,2,43,-37,-36157,0,1,-2,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023255,
