state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,
2021402,-324,-8218,-1266,14,-7,-153,31313,0,2,0,0,45902,176,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3993,0,2021418,
2021403,-324,-8218,-1266,14,-7,-153,31313,0,-4,0,0,45902,176,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3993,0,2021419,
2021404,-304,-8192,-1290,22,-6,-150,31314,0,2,0,0,45902,176,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3993,0,2021420,
2021405,-304,-8192,-1290,22,-6,-150,31314,0,-13,0,0,45902,176,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3993,0,2021421,
2021406,-304,-8192,-1290,22,-6,-150,31314,0,8,-1,0,45902,176,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3994,0,2021422,
2021407,-304,-8192,-1290,22,-6,-150,31314,0,-4,-1,0,45902,176,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3994,0,2021423,
2021408,-320,-8242,-1276,14,-8,-155,31312,0,-4,-1,0,45902,176,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,2021434,
2021409,-320,-8242,-1276,14,-8,-155,31313,0,0,-1,0,45902,176,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,2021435,
2021410,-320,-8242,-1276,14,-8,-155,31311,0,-10,2,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,2021436,
2021411,-320,-8242,-1276,14,-8,-155,31314,0,-2,1,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,2021437,
2021412,-320,-8212,-1298,19,-12,-156,31314,0,-7,2,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,2021438,
2021413,-320,-8212,-1298,19,-12,-156,31313,0,-2,1,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,2021439,
2021414,-320,-8212,-1298,19,-12,-156,31315,0,-2,3,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,2021440,
2021415,-320,-8212,-1298,19,-12,-156,31313,0,-1,4,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3995,0,2021441,
2021416,-278,-8246,-1274,16,-8,-159,31314,0,-13,2,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3997,0,2021442,
2021417,-278,-8246,-1274,16,-8,-159,31316,0,10,1,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3997,0,2021443,
2021418,-278,-8246,-1274,16,-8,-159,31313,0,8,0,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3996,0,2021454,
2021419,-278,-8246,-1274,16,-8,-159,31313,0,4,0,0,45898,178,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3996,0,2021455,
2021420,-286,-8226,-1292,13,-6,-156,31316,0,-12,-1,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3997,0,2021456,
2021421,-286,-8226,-1292,13,-6,-156,31317,0,14,-2,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3997,0,2021457,
2021422,-286,-8226,-1292,13,-6,-156,31312,0,14,0,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3997,0,2021458,
2021423,-286,-8226,-1292,13,-6,-156,31313,0,6,-1,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3997,0,2021459,
2021424,-264,-8222,-1312,20,-8,-158,31313,-1,3,0,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3998,0,2021460,
2021425,-264,-8222,-1312,20,-8,-158,31313,0,-4,0,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3998,0,2021461,
2021426,-264,-8222,-1312,20,-8,-158,31316,0,-1,0,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3998,0,2021462,
2021427,-264,-8222,-1312,20,-8,-158,31313,0,12,-1,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3998,0,2021463,
2021428,-238,-8218,-1298,19,-4,-154,31313,0,-11,0,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3999,0,2021474,
2021429,-238,-8218,-1298,19,-4,-154,31312,0,-1,0,0,45900,161,30,144,0,0,0,0,0,0,0,0,0,0,0,0,3999,0,2021475,
2021430,-238,-8218,-1298,19,-4,-154,31313,0,-1,-4,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3999,0,2021476,
2021431,-238,-8218,-1298,19,-4,-154,31314,0,-4,-4,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,3999,0,2021477,
2021432,-264,-8260,-1266,18,-7,-157,31313,0,-3,-3,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,2021478,
2021433,-264,-8260,-1266,18,-7,-157,31314,0,1,-3,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,2021479,
2021434,-264,-8260,-1266,18,-7,-157,31313,0,1,-4,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4001,0,2021480,
2021435,-264,-8260,-1266,18,-7,-157,31314,0,-6,-4,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4001,0,2021481,
2021436,-292,-8278,-1256,28,-6,-160,31314,0,-8,-7,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,2021482,
2021437,-292,-8278,-1256,28,-6,-160,31312,0,5,-6,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,2021483,
2021438,-292,-8278,-1256,28,-6,-160,31312,0,-10,-7,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4003,0,2021494,
2021439,-292,-8278,-1256,28,-6,-160,31313,0,-4,-8,0,45901,161,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4003,0,2021495,
2021440,-348,-8186,-1256,35,-1,-167,31314,0,2,-7,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,2021496,
2021441,-348,-8186,-1256,35,-1,-167,31316,1,-5,-10,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,2021497,
2021442,-348,-8186,-1256,35,-1,-167,31310,0,7,-5,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4003,0,2021498,
2021443,-348,-8186,-1256,35,-1,-167,31313,0,-12,-6,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4003,0,2021499,
2021444,-356,-8188,-1274,29,-6,-160,31315,0,2,-6,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,2021500,
2021445,-356,-8188,-1274,29,-6,-160,31311,0,12,-3,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,2021501,
2021446,-356,-8188,-1274,29,-6,-160,31315,0,1,-3,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,2021502,
2021447,-356,-8188,-1274,29,-6,-160,31312,0,4,-2,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,2021503,
2021448,-292,-8198,-1300,20,-7,-160,31313,0,-8,0,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,2021514,
2021449,-292,-8198,-1300,20,-7,-160,31315,0,3,0,0,45900,163,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,2021515,
2021450,-292,-8198,-1300,20,-7,-160,31315,0,14,-1,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,2021516,
2021451,-292,-8198,-1300,20,-7,-160,31314,0,1,0,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4004,0,2021517,
2021452,-304,-8208,-1278,23,-19,-165,31313,0,2,1,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,2021518,
2021453,-304,-8208,-1278,23,-19,-165,31314,0,3,-1,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,2021519,
2021454,-304,-8208,-1278,23,-19,-165,31314,0,0,2,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,2021520,
2021455,-304,-8208,-1278,23,-19,-165,31313,0,6,1,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,2021521,
2021456,-348,-8202,-1244,21,-10,-169,31314,0,-6,0,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4006,0,2021522,
2021457,-348,-8202,-1244,21,-10,-169,31312,0,5,0,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4006,0,2021523,
2021458,-348,-8202,-1244,21,-10,-169,31318,0,-7,-1,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4007,0,2021534,
2021459,-348,-8202,-1244,21,-10,-169,31312,0,6,-3,0,45904,179,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4007,0,2021535,
2021460,-326,-8202,-1218,27,-12,-169,31311,0,5,0,0,45904,173,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4007,0,2021536,
2021461,-326,-8202,-1218,27,-12,-169,31314,0,-10,0,0,45904,173,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4007,0,2021537,
2021462,-326,-8202,-1218,27,-12,-169,31315,0,4,-3,0,45904,173,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4007,0,2021538,
